plate_number,owner_name,address,vehicle_year,vehicle_make,vehicle_model,vehicle_color,reg_expiry,insurance,insurance_provider,policy_number,fines,fine_amount,is_flagged
NA·HA4931,Heidi Alexander DDS,"9551 Jones Dale, Ericaberg, DE 88175",2005,Tata,Nexon,Maroon,2027-07-30,Yes,Shikhar Insurance,POL-33721002,0,0,True
SA·GA9656,Mark Carter,"9709 Frey Lakes, Jamesview, NC 03573",2025,Honda,HR-V,Green,2029-11-09,Yes,Lumbini General Insurance,POL-37670193,4,424,False
LU·MN6579,Taylor Williams II,"5047 Mason Bypass Apt. 909, West Oscarfort, MS 51408",2018,Hyundai,Elantra,Gray,2029-01-12,No,,,0,0,False
NA·CHA9433,Michael Terry,"5254 Tracy Grove Apt. 715, North Lisaville, IA 10254",2014,Ford,Ranger,Maroon,2025-06-06,Yes,Prime Life Insurance,POL-91580498,0,0,False
PG·CHA7555,Austin Armstrong,"00591 Brandi Well, Welchmouth, WY 87655",2009,Nissan,Altima,Brown,2026-05-31,Yes,Prime Life Insurance,POL-61538339,0,0,False
RA·GA816,Bryan Padilla,"11063 Brendan Common, Floreshaven, ID 62897",2013,Hyundai,Creta,Silver,2026-04-08,Yes,Nepal Insurance Co.,POL-24272571,1,259,False
BH·PA3414,Michelle Simpson,"9072 Christopher Flat Suite 289, Lake David, WV 10433",2019,Hyundai,Elantra,Gold,2028-01-26,Yes,Everest Insurance,POL-42723471,0,0,False
SA·MN2116,Samuel Avila,"949 Hunter Heights Apt. 645, New Adrian, FM 90092",2022,Toyota,Camry,Silver,2029-03-19,Yes,Prime Life Insurance,POL-29036775,0,0,False
LU·HA6414,Paul Brown,"096 Emily Stravenue Suite 015, Helenland, OK 34899",2014,Hyundai,i20,Maroon,2024-03-09,Yes,Sagarmatha Insurance,POL-76011040,0,0,False
JA·JA5954,Emma Howard,"4758 Jeremy Extension Apt. 567, Nguyenfurt, NH 61369",2008,Honda,Jazz,Blue,2026-10-27,Yes,Siddhartha Insurance,POL-30280697,0,0,False
DH·CHA7067,Charles Christensen,"56265 Ryan Viaduct, East Brittany, HI 28942",2014,Hyundai,Venue,Maroon,2027-12-15,Yes,Sagarmatha Insurance,POL-46385523,5,1095,False
GA·GA1351,James Hernandez,"6248 Perez Oval, Reynoldsburgh, NM 87767",2009,Toyota,RAV4,Maroon,2028-07-14,Yes,United Insurance,POL-19034683,0,0,False
BH·JA2470,Tyrone Jones,"423 Lara Mall Suite 042, Crystalchester, RI 16471",2010,Honda,CR-V,Black,2028-04-28,Yes,Prime Life Insurance,POL-74597455,3,465,False
SA·JA2364,Kendra Peterson,"9710 Wood Gateway, West Haley, PW 41465",2022,Suzuki,Vitara,Green,2029-05-04,Yes,Lumbini General Insurance,POL-40885447,0,0,False
PG·MN9567,Stephanie Alvarez,"532 Harrington Ports Apt. 993, South Anna, FM 03043",2012,Suzuki,Ertiga,Silver,2027-06-27,Yes,Nepal Insurance Co.,POL-58640295,2,590,False
JA·PA5823,Spencer Cruz,"87794 Shannon Tunnel Apt. 425, South Johntown, MD 47184",2019,Tata,Harrier,Red,2023-12-25,Yes,Himalayan General Insurance,POL-17498162,3,240,False
BH·CHA6284,Karen Thomas,"5983 Susan Ranch Apt. 403, Johnfurt, NE 92336",2006,Toyota,Prius,Blue,2030-01-23,Yes,United Insurance,POL-89715350,4,228,False
NA·PA4114,Alexandra Green,"61572 Garrett Point, New Sean, MD 14623",2018,Honda,Civic,Gold,2025-04-27,Yes,Everest Insurance,POL-80793145,3,378,False
BH·JA7374,Joy Gonzalez,"92501 Mindy Plaza Suite 525, Piercechester, SD 42953",2009,Toyota,Yaris,Silver,2026-03-01,Yes,Everest Insurance,POL-77551168,0,0,False
PG·KA7543,Gabriel Huff,"9908 Jennifer Station Apt. 711, East Curtis, GA 94067",2021,Chevrolet,Trax,Gold,2027-08-15,Yes,Everest Insurance,POL-46484083,5,915,False
NA·KA3571,Paul Compton,"1768 Alicia Row Suite 281, South Erik, WV 34678",2012,Nissan,Navara,White,2029-06-25,Yes,Sagarmatha Insurance,POL-72872428,1,217,False
PG·CHA995,Anthony Vega,"0033 Stephanie Dam, Marcusfurt, AK 67380",2013,Tata,Safari,Gray,2025-11-27,Yes,Prabhu Insurance,POL-13764654,0,0,False
JA·PA3571,Katherine Caldwell,"39033 Smith Squares, New Nicolehaven, MH 22020",2011,Mahindra,Scorpio,Red,2029-12-04,Yes,Himalayan General Insurance,POL-46127119,0,0,False
BA·MN8026,Christian Smith,"8586 Mary Throughway Suite 535, Philipport, NV 04278",2007,Toyota,Camry,Blue,2026-05-24,Yes,Shikhar Insurance,POL-63436961,1,130,False
BH·JA2222,Walter Powers,"10613 Kathleen Street, Marissaborough, FM 78260",2021,Honda,CR-V,Green,2025-07-02,No,,,4,688,False
BA·JA2741,Heather Brown,"80403 Michelle Ford Suite 657, Guzmanburgh, PW 64946",2007,Hyundai,Venue,Beige,2026-11-14,Yes,Himalayan General Insurance,POL-38943676,4,868,False
BH·CHA8318,Kyle Norton,"91009 Mercedes Harbor, West Seanshire, GA 13245",2021,Chevrolet,Spark,Maroon,2028-04-05,Yes,Everest Insurance,POL-55502589,0,0,False
PG·PA6450,Daniel Lee,"46040 Kevin Greens Suite 310, Thompsonville, CO 95503",2024,Suzuki,Dzire,Gold,2025-06-27,Yes,United Insurance,POL-23073617,4,344,False
GA·MN1528,Sergio Riley,"97123 Raymond Lane Apt. 076, Gutierreztown, OK 06272",2015,Ford,Ecosport,Beige,2024-09-07,No,,,0,0,False
JA·PA3035,Tina Walter,"40433 Patrick Run Apt. 968, Connerton, LA 48215",2013,Ford,Endeavour,Beige,2028-10-28,Yes,Everest Insurance,POL-26638464,5,870,True
GA·HA6801,Jacob Hoover,"588 Malik Route Suite 629, Watsonstad, WI 38832",2016,Mahindra,XUV700,Beige,2029-11-06,Yes,Prabhu Insurance,POL-21205911,3,537,False
SA·PA1034,Michael Preston,"6194 Marvin Knolls Suite 782, West Williamberg, PA 45281",2005,Suzuki,Ertiga,Brown,2025-10-02,Yes,Everest Insurance,POL-86522053,0,0,True
PG·GA7673,Sandra Moore,"61618 April Ports, West Sarahburgh, WA 30225",2019,Honda,CR-V,Beige,2028-12-14,No,,,0,0,False
PG·GA7196,Rachel Burns,"686 Barbara Summit Suite 137, Port Heather, WV 25185",2007,Suzuki,Vitara,Blue,2029-09-25,Yes,United Insurance,POL-25344634,0,0,True
